OrderQuantity,ProductKey,UnitPrice,ProductCost,CustomerKey,OrderDate,SalesAmt,MonthNum,Year,Margin,TransType
1,324,699.0982,413.1463,26620,10/5/2001 00:00,699.0982,10,2001,285.9519,1
1,324,699.0982,413.1463,20165,10/5/2001 00:00,699.0982,10,2001,285.9519,1
1,324,699.0982,413.1463,19415,10/5/2001 00:00,699.0982,10,2001,285.9519,3
1,324,699.0982,413.1463,20558,10/5/2001 00:00,699.0982,10,2001,285.9519,1
1,324,699.0982,413.1463,18010,10/5/2001 00:00,699.0982,10,2001,285.9519,1
1,324,699.0982,413.1463,25718,10/5/2001 00:00,699.0982,10,2001,285.9519,3
1,324,699.0982,413.1463,14737,10/5/2001 00:00,699.0982,10,2001,285.9519,2
1,324,699.0982,413.1463,18039,10/5/2001 00:00,699.0982,10,2001,285.9519,1
1,324,699.0982,413.1463,14746,10/5/2001 00:00,699.0982,10,2001,285.9519,3
1,324,699.0982,413.1463,25920,10/5/2001 00:00,699.0982,10,2001,285.9519,3
1,324,699.0982,413.1463,14755,10/5/2001 00:00,699.0982,10,2001,285.9519,1
1,324,699.0982,413.1463,19472,10/5/2001 00:00,699.0982,10,2001,285.9519,1
1,324,699.0982,413.1463,14756,10/5/2001 00:00,699.0982,10,2001,285.9519,2
1,324,699.0982,413.1463,25928,10/5/2001 00:00,699.0982,10,2001,285.9519,1
1,324,699.0982,413.1463,14896,10/5/2001 00:00,699.0982,10,2001,285.9519,2
1,324,699.0982,413.1463,25947,10/5/2001 00:00,699.0982,10,2001,285.9519,1
1,325,782.99,486.7066,20577,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,19924,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15155,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,26021,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,20592,10/5/2001 00:00,782.99,10,2001,296.2834,3
1,325,782.99,486.7066,26134,10/5/2001 00:00,782.99,10,2001,296.2834,2
1,325,782.99,486.7066,20811,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,27071,10/5/2001 00:00,782.99,10,2001,296.2834,2
1,325,782.99,486.7066,27053,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,26135,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,20163,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15337,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,20548,10/5/2001 00:00,782.99,10,2001,296.2834,3
1,325,782.99,486.7066,15345,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15364,10/5/2001 00:00,782.99,10,2001,296.2834,2
1,325,782.99,486.7066,26192,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15388,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15371,10/5/2001 00:00,782.99,10,2001,296.2834,2
1,325,782.99,486.7066,15380,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,20719,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,19287,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,20863,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,26429,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15466,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15399,10/5/2001 00:00,782.99,10,2001,296.2834,3
1,325,782.99,486.7066,20726,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15429,10/5/2001 00:00,782.99,10,2001,296.2834,2
1,325,782.99,486.7066,26563,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,20892,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15489,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15503,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15480,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,20835,10/5/2001 00:00,782.99,10,2001,296.2834,3
1,325,782.99,486.7066,26651,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15506,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15501,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15521,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15531,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,20931,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15528,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15557,10/5/2001 00:00,782.99,10,2001,296.2834,2
1,325,782.99,486.7066,21011,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,26761,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,26774,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,21018,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,15842,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,20874,10/5/2001 00:00,782.99,10,2001,296.2834,3
1,325,782.99,486.7066,19441,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,21067,10/5/2001 00:00,782.99,10,2001,296.2834,1
1,325,782.99,486.7066,21106,5/4/2003 00:00,782.99,5,2003,296.2834,2
1,325,782.99,486.7066,27354,5/14/2003 00:00,782.99,5,2003,296.2834,1
1,325,782.99,486.7066,19475,5/16/2003 00:00,782.99,5,2003,296.2834,1
1,325,782.99,486.7066,27365,5/22/2003 00:00,782.99,5,2003,296.2834,1
1,325,782.99,486.7066,27359,5/24/2003 00:00,782.99,5,2003,296.2834,3
1,325,782.99,486.7066,27489,6/3/2003 00:00,782.99,6,2003,296.2834,1
1,325,782.99,486.7066,27483,6/5/2003 00:00,782.99,6,2003,296.2834,1
1,325,782.99,486.7066,27498,6/5/2003 00:00,782.99,6,2003,296.2834,1
1,325,782.99,486.7066,15961,6/7/2003 00:00,782.99,6,2003,296.2834,3
1,325,782.99,486.7066,15953,6/8/2003 00:00,782.99,6,2003,296.2834,2
1,214,34.99,13.0863,16313,7/1/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,12132,7/1/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,12390,7/2/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,11241,7/2/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,11338,7/3/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,24604,7/3/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,25625,7/4/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,11615,7/4/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,28204,7/4/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,11061,7/4/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,11433,7/5/2003 00:00,34.99,7,2003,21.9037,3
1,214,34.99,13.0863,18544,7/5/2003 00:00,34.99,7,2003,21.9037,3
1,214,34.99,13.0863,11456,7/6/2003 00:00,34.99,7,2003,21.9037,2
1,214,34.99,13.0863,15553,7/9/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,18205,7/13/2003 00:00,34.99,7,2003,21.9037,2
1,214,34.99,13.0863,18209,7/13/2003 00:00,34.99,7,2003,21.9037,2
1,214,34.99,13.0863,14047,7/13/2003 00:00,34.99,7,2003,21.9037,2
1,214,34.99,13.0863,28672,7/14/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,21465,7/14/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,21469,7/14/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,16394,7/14/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,18214,7/15/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,21488,7/16/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,16218,7/16/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,11243,7/16/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,18217,7/16/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,25088,7/17/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,14198,7/17/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,22273,7/21/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,19475,7/21/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,22808,7/23/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,28201,7/23/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,21858,7/24/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,11387,7/24/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,19271,7/24/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,19240,7/25/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,11271,7/26/2003 00:00,34.99,7,2003,21.9037,3
1,214,34.99,13.0863,11439,7/26/2003 00:00,34.99,7,2003,21.9037,3
1,214,34.99,13.0863,11004,7/26/2003 00:00,34.99,7,2003,21.9037,3
1,214,34.99,13.0863,22441,7/27/2003 00:00,34.99,7,2003,21.9037,2
1,214,34.99,13.0863,21857,7/28/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,11339,7/29/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,29137,7/29/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,11290,7/31/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,11224,7/31/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,14181,7/31/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,12281,7/31/2003 00:00,34.99,7,2003,21.9037,1
1,214,34.99,13.0863,29079,8/1/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,16982,8/1/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,11409,8/1/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,16392,8/1/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,16041,8/2/2003 00:00,34.99,8,2003,21.9037,3
1,214,34.99,13.0863,13582,8/2/2003 00:00,34.99,8,2003,21.9037,3
1,214,34.99,13.0863,11287,8/2/2003 00:00,34.99,8,2003,21.9037,3
1,214,34.99,13.0863,17374,8/2/2003 00:00,34.99,8,2003,21.9037,3
1,214,34.99,13.0863,12061,8/2/2003 00:00,34.99,8,2003,21.9037,3
1,214,34.99,13.0863,14557,8/2/2003 00:00,34.99,8,2003,21.9037,3
1,214,34.99,13.0863,15766,8/2/2003 00:00,34.99,8,2003,21.9037,3
1,214,34.99,13.0863,12053,8/3/2003 00:00,34.99,8,2003,21.9037,2
1,214,34.99,13.0863,22282,8/3/2003 00:00,34.99,8,2003,21.9037,2
1,214,34.99,13.0863,13574,8/3/2003 00:00,34.99,8,2003,21.9037,2
1,214,34.99,13.0863,16609,8/3/2003 00:00,34.99,8,2003,21.9037,2
1,214,34.99,13.0863,27981,8/4/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,26132,8/4/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,25439,8/5/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,14561,8/5/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,12708,8/6/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,26852,8/6/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,12742,8/6/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,11496,8/6/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,11277,8/6/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,18272,8/6/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,27968,8/6/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,28720,8/6/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,11978,8/7/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,16814,8/7/2003 00:00,34.99,8,2003,21.9037,1
1,214,34.99,13.0863,15278,8/7/2003 00:00,34.99,8,2003,21.9037,1
